Key,ShortKey,Source,Row,Module,Field,Character,CN,EN,RU,ES,JP,KR,FR,DE,PT,TH,IN,VI
AvgRole_1383_RoleName,argg,avg角色_AvgRole_C.csv,391,AvgRole,Character Name,,害怕的女孩,Frightened Girl,Перепуганная девочка,Chica asustada,怖がっている女の子,두려워하는 여자아이,Fille effrayée,Ängstliches Mädchen,Garota assustada,เด็กสาวที่หวาดกลัว,Gadis yang ketakutan,Cô gái sợ hãi
AvgRole_1383_Tittle,argi,avg角色_AvgRole_C.csv,391,AvgRole,Character Title,,莉莉,Lily,Лилии,Lily,リリー,릴리,Lily,Lily,Lily,Lily,Lily,Lily
AvgRole_1384_RoleName,argj,avg角色_AvgRole_C.csv,392,AvgRole,Character Name,,勇敢的女孩,Brave Girl,Смелая девочка,Valiente chica,勇気のある女の子,용감한 여자아이,Brave fille,Mutiges Mädchen,Garota corajosa,เด็กสาวที่กล้าหาญ,Gadis Pemberani,Cô gái can đảm
AvgRole_1384_Tittle,argl,avg角色_AvgRole_C.csv,392,AvgRole,Character Title,,莉莉,Lily,Лилии,Lily,リリー,릴리,Lily,Lily,Lily,Lily,Lily,Lily
AvgRole_1385_RoleName,argm,avg角色_AvgRole_C.csv,393,AvgRole,Character Name,,霍迪妮大师,Master Houdini,Ходини мастер,Maestro Houdini,ホディニだいし,마스터 후디니,Maître Houdini,Meister Houdini,Mestre Houdini,อาจารย์โฮดีนี,Mistress Houdini,Bậc thầy Hodiene
AvgRole_1385_Tittle,argo,avg角色_AvgRole_C.csv,393,AvgRole,Character Title,,卡茜亚,Casiah,Касии,Casiah,カシア,카시아,Casiah,Casiah,Casiah,คาเซีย,Casiah,Casiah
AvgRole_1386_RoleName,argp,avg角色_AvgRole_C.csv,394,AvgRole,Character Name,,探长G,Detective G,Детектив G,Inspector G,探長G,조사관 G,Inspecteur G,Inspektor G,Inspetor G,สารวัตร G,Detektif G,Trưởng thám tử G
AvgRole_1386_Tittle,argr,avg角色_AvgRole_C.csv,394,AvgRole,Character Title,,奥吉尔,Ogier,Огр,Ogier,オージル,오지에,Ogier,Ogier,Ogier,โอเกียร์,Ogier,Ogier
AvgRole_1387_RoleName,args,avg角色_AvgRole_C.csv,395,AvgRole,Character Name,,被俘的女孩,Captured Girl,Плененная девочка,Chica capturada,捕らわれた女の子,붙잡힌 여자아이,Fille capturée,Gefangenes Mädchen,Garota capturada,เด็กสาวที่ถูกจับเป็นเชลย,Gadis yang tertawan,Cô gái bị giam cầm
AvgRole_1387_Tittle,argu,avg角色_AvgRole_C.csv,395,AvgRole,Character Title,,莉莉,Lily,Лилии,Lily,リリー,릴리,Lily,Lily,Lily,Lily,Lily,Lily
AvgRole_1388_RoleName,argv,avg角色_AvgRole_C.csv,396,AvgRole,Character Name,,终夜助手,Nightfall Assistant,Помощник на всю ночь,Asistente nocturno,終夜アシスタント,황혼의 조수,Assistant nocturne,Nachtassistent,Assistente Noturno,ผู้ช่วยราตรี,Asisten Malam Abadi,Trợ lý Zhōng Yè
AvgRole_1388_Tittle,argx,avg角色_AvgRole_C.csv,396,AvgRole,Character Title,,詹金,Jenkin,Дженкин,Jenkin,ジャンキン,젠킨,Jenkin,Jenkin,Jenkin,เจนกิน,Jenkin,Jenkin
AvgRole_1389_RoleName,argy,avg角色_AvgRole_C.csv,397,AvgRole,Character Name,,旁白,Narrator,Реплика,Narrador,ナレーション,나레이터,Narrateur,Erzähler,Narrador,เสียงบรรยาย,Narator,Lời dẫn chuyện
AvgRole_1389_Tittle,argA,avg角色_AvgRole_C.csv,397,AvgRole,Character Title,,萝坦,Lotan,Лотан,Lotan,ロータン,로탄,Lotan,Lotan,Lotan,Lotan,Lotan,Lotan
AvgRole_1390_RoleName,argB,avg角色_AvgRole_C.csv,398,AvgRole,Character Name,,海洋精灵,Ocean Sprite,Морской эльф,Espíritu del océano,海洋の精霊,바다의 요정,Esprit de l'océan,Meereselfe,Espírito do oceano,ภูตแห่งมหาสมุทร,Makhluk Laut,Tinh linh đại dương
AvgRole_1390_Tittle,argD,avg角色_AvgRole_C.csv,398,AvgRole,Character Title,,奥瑞塔,Aurita,Аурита,Aurita,オリッタ,오레타,Aurita,Aurita,Aurita,ออริตา,Aurita,Aurita
AvgRole_1391_RoleName,argE,avg角色_AvgRole_C.csv,399,AvgRole,Character Name,,不耐烦的巨兽,Impatient Behemoth,Нетерпеливый великан,Bestia impaciente,イライラした巨獣,성질 급한 거대 괴수,Bête impatiente,Ungeduldiges Ungeheuer,Fera impaciente,สัตว์ประหลาดยักษ์ที่หงุดหงิด,Makhluk raksasa yang gelisah,Quái vật không kiên nhẫn
AvgRole_1391_Tittle,argG,avg角色_AvgRole_C.csv,399,AvgRole,Character Title,,萝坦,Lotan,Лотан,Lotan,ロータン,로탄,Lotan,Lotan,Lotan,Lotan,Lotan,Lotan
AvgRole_1392_RoleName,argH,avg角色_AvgRole_C.csv,400,AvgRole,Character Name,,地狱犬,Hellhound,Адская гончая,Sabueso infernal,地獄犬,지옥견,Chien des enfers,Höllenhund,Cão infernal,หมานรก,Anjing neraka,Chó săn địa ngục
AvgRole_1392_Tittle,argJ,avg角色_AvgRole_C.csv,400,AvgRole,Character Title,,莉莉,Lily,Лилии,Lily,リリー,릴리,Lily,Lily,Lily,Lily,Lily,Lily
AvgRole_1393_RoleName,argK,avg角色_AvgRole_C.csv,401,AvgRole,Character Name,,融蚀异变体,Dissolution Variant,Существо с растворением,Mutante Corroído,融食异变体,융식 변이체,Mutant érodé,Schmelz-Mutant,Mutante Corroído,การหลอมกร่อนร่างผิดปรกติ,Pelarutan Anomali,Rỗng rỗng dị biến thể
AvgRole_1394_RoleName,argN,avg角色_AvgRole_C.csv,402,AvgRole,Character Name,,终夜游侠,Nightfall Ranger,Ночной странник,Vigilante nocturno,終夜の遊侠,황혼의 레인저,Ranger nocturne,Nachtritter,Viajante Noturno,นักผจญภัยราตรี,Ksatria Malam Tanpa Akhir,Kiếm Khách Đêm Khuya
AvgRole_1394_Tittle,argP,avg角色_AvgRole_C.csv,402,AvgRole,Character Title,,布朗,Brown,Коричневый,Marrón,ブロウン,브라운,Marron,Braun,Marrom,สีน้ำตาล,Cokelat,Nâu
AvgRole_1395_RoleName,argQ,avg角色_AvgRole_C.csv,403,AvgRole,Character Name,,？？？,???,#N/A,#N/A,#N/A,???,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1396_RoleName,argT,avg角色_AvgRole_C.csv,404,AvgRole,Character Name,,悠远的声音,Distant Voice,Глубокий звук,Sonido distante,悠遠な音声,멀리서 들려오는 목소리,Voix lointaine,Ferne Stimme,Som distante,เสียงที่ก้องกังวานอย่างไกลโพ้น,Suara yang mendalam,Tiếng nói xa xưa
AvgRole_1397_RoleName,argW,avg角色_AvgRole_C.csv,405,AvgRole,Character Name,,年轻女性,Young Woman,Молодая женщина,Joven mujer,若い女性,젊은 여성,Jeune femme,Junge Frau,Jovem mulher,หญิงสาว,Wanita muda,Người phụ nữ trẻ
AvgRole_1398_RoleName,argZ,avg角色_AvgRole_C.csv,406,AvgRole,Character Name,,女人,Woman,Женщина,Mujer,女性,여성,Femme,Frau,Mulher,ผู้หญิง,Perempuan,Phụ nữ
AvgRole_1399_RoleName,arhc,avg角色_AvgRole_C.csv,407,AvgRole,Character Name,,中年男人,Middle-aged Man,Средних лет мужчина,Hombre de mediana edad,中年男性,중년 남성,Homme d'âge moyen,Mittelalter Mann,Homem de meia-idade,ชายวัยกลางคน,Pria paruh baya,Người đàn ông trung niên
AvgRole_1400_RoleName,arhf,avg角色_AvgRole_C.csv,408,AvgRole,Character Name,,中年人,Middle-aged Man,Средних лет человек,Hombre de mediana edad,中年男性,중년,Homme d'âge moyen,Mittelalter Mann,Homem de meia-idade,คนวัยกลางคน,Orang dewasa,Người trung niên
AvgRole_1401_RoleName,arhi,avg角色_AvgRole_C.csv,409,AvgRole,Character Name,,粗野的声音,Gruff Voice,Грубый голос,Voz ruda,荒々しい音声,거친 목소리,Voix rude,Raue Stimme,Voz rude,เสียงที่ดิบเถื่อน,Suara kasar,Giọng nói thô lỗ
AvgRole_1402_RoleName,arhl,avg角色_AvgRole_C.csv,410,AvgRole,Character Name,,唯唯诺诺的声音,Meek Voice,Робкий и покорный звук,Voz sumisa,へつらう音声,조심스러운 목소리,Voix soumise,Zögerliche Stimme,Uma voz submissa,เสียงที่ลังเลและไม่มั่นใจ,Suara yang penuh keraguan,Giọng nói ngập ngừng
AvgRole_1403_RoleName,arho,avg角色_AvgRole_C.csv,411,AvgRole,Character Name,,@3,@3,#N/A,#N/A,#N/A,@3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1481_RoleName,arlF,avg角色_AvgRole_C.csv,486,AvgRole,Character Name,,？？？,???,#N/A,#N/A,#N/A,???,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1482_RoleName,arlI,avg角色_AvgRole_C.csv,487,AvgRole,Character Name,,老弗里曼,Old Freeman,Старый Фримен,Viejo Freeman,おじいさんフリーマン,늙은 프리맨,Vieux Freeman,Alter Freeman,Velho Freeman,ลุงฟรีแมน,Tuan Freeman,Ông Freeman
AvgRole_1483_RoleName,arlL,avg角色_AvgRole_C.csv,488,AvgRole,Character Name,,老弗里曼,Old Freeman,Старый Фримен,Viejo Freeman,おじいさんフリーマン,늙은 프리맨,Vieux Freeman,Alter Freeman,Velho Freeman,ลุงฟรีแมน,Tuan Freeman,Ông Freeman
AvgRole_1484_RoleName,arlO,avg角色_AvgRole_C.csv,489,AvgRole,Character Name,,老弗里曼,Old Freeman,Старый Фримен,Viejo Freeman,おじいさんフリーマン,늙은 프리맨,Vieux Freeman,Alter Freeman,Velho Freeman,ลุงฟรีแมน,Tuan Freeman,Ông Freeman
AvgRole_1485_RoleName,arlR,avg角色_AvgRole_C.csv,490,AvgRole,Character Name,,拉蒙娜,Ramona,Рамона,Ramona,ラモナ,라모나,Ramona,Ramona,Ramona,ราโมนา,Ramona,Ramona
AvgRole_1485_Tittle,arlT,avg角色_AvgRole_C.csv,490,AvgRole,Character Title,,测试员,Tester,Тестировщик,Probador,テスト員,시험자,Testeur,Tester,Testador,ผู้ทดสอบ,Pengujicoba,Người kiểm tra
AvgRole_1543_RoleName,arpj,avg角色_AvgRole_C.csv,548,AvgRole,Character Name,,「哈莉特」,"""Harriet""",《Харриет》,「Harriet」,「ハリエット」,「해리엇」,「Harriet」,「Harriet」,「Harriet」,「แฮร์ริเอต」,「Harriet」,「Harriet」
AvgRole_1544_RoleName,arpm,avg角色_AvgRole_C.csv,549,AvgRole,Character Name,,艾瑞卡,Erica,Эрика,Erica,エリカ,에리카,Erica,Erica,Erica,Erica,Erica,Erica
AvgRole_1545_RoleName,arpp,avg角色_AvgRole_C.csv,550,AvgRole,Character Name,,蹈海者,Seafarer,Мореплаватель,Marinero,海行者,해양도약자,Marin,Seefahrer,Marinheiro,นักเดินเรือ,Pelaut,Thủy thủ
AvgRole_1545_Tittle,arpr,avg角色_AvgRole_C.csv,550,AvgRole,Character Title,,亲卫,Imperial Guard,Гвардеец,Guardia personal,親衛,근위병,Garde du corps,Leibwächter,Guarda Pessoal,องครักษ์ส่วนพระองค์,Prajurit Pribadi,Vệ sĩ
AvgRole_1546_RoleName,arps,avg角色_AvgRole_C.csv,551,AvgRole,Character Name,,少年维特,Young Werther,Юноша Витт,"Vitt, el chico",少年ヴィット,어린 베르테르,Le garçon Vite,Junge Vetter,"Vitt, o garoto",เด็กหนุ่มเวิร์ท,Pemuda Werther,Thiếu niên Vit-te
AvgRole_1547_RoleName,arpv,avg角色_AvgRole_C.csv,552,AvgRole,Character Name,,「泼尼」,"""Poni""",《пни》,「Poni」,「ポニ」,「포니」,「Pony」,「Pony」,「Poni」,「ป๋อหนี่」,「Poni」,「Poni」
AvgRole_1548_RoleName,arpy,avg角色_AvgRole_C.csv,553,AvgRole,Character Name,,老妇人,Old Woman,Старуха,Vieja,お婆さん,노부인,Vieille femme,Alte Frau,Velha Senhora,หญิงชรา,Nenek tua,Bà lão
AvgRole_1549_RoleName,arpB,avg角色_AvgRole_C.csv,554,AvgRole,Character Name,,贝蒂婆婆,Granny Betty,Бабушка Бетти,Abuela Betty,ベティばばあ,베티 할머니,Grand-mère Betty,Oma Betty,Vovó Betty,ป้าเบ็ตตี้,Nenek Betty,Bà nội Betty
AvgRole_1550_RoleName,arpE,avg角色_AvgRole_C.csv,555,AvgRole,Character Name,,阿格里帕,Agrippa,Агриппа,Agrippa,アグリッパ,아그리파,Agrippa,Agrippa,Agrippa,อักริปปา,Agrippa,Agrippa
AvgRole_1551_RoleName,arpH,avg角色_AvgRole_C.csv,556,AvgRole,Character Name,,济贫院幽灵,Ghost of the Workhouse,Призрак приюта,Fantasma del asilo,貧民院の幽霊,빈민원의 유령,Fantôme de l'orphelinat,Waisenhausgeist,Fantasma do asilo,ผีในสถานสงเคราะห์,Hantu Panti Sosial,Linh hồn trại cứu tế
AvgRole_1552_RoleName,arpK,avg角色_AvgRole_C.csv,557,AvgRole,Character Name,,护工,Caretaker,Медсестра,Cuidador,看護師,간병인,Aide-soignant,Pfleger,Cuidador,ผู้ดูแล,Perawat,Y tá phụ trợ
AvgRole_1552_Tittle,arpM,avg角色_AvgRole_C.csv,557,AvgRole,Character Title,,疗养院护工,Sanatorium Attendant,Санитарка в санатории,Cuidador del sanatorio,療養院の看護師,요양원 간병인,Aide-soignant du sanatorium,Sanatoriumshelfer,Cuidador do Sanatório,ผู้ดูแลในสถานพักฟื้น,Pekerja perawatan di panti rehabilitasi,Nhân viên chăm sóc tại viện dưỡng lão
AvgRole_1553_RoleName,arpN,avg角色_AvgRole_C.csv,558,AvgRole,Character Name,,詹金,Jenkin,Дженкин,Jenkin,ジャンキン,젠킨,Jenkin,Jenkin,Jenkin,เจนกิน,Jenkin,Jenkin
AvgRole_1553_Tittle,arpP,avg角色_AvgRole_C.csv,558,AvgRole,Character Title,,伦蒂尼恩第一神偷（自封）,Londinium's Greatest Thief (Self-Proclaimed),Первый вор Лентиниен (самопровозглашённый),El mejor ladrón de Lentinién (autoproclamado),レンディニエン第一の大泥棒(自称),렌티니언 제일의 도둑(자칭),Le plus grand voleur de Lentini (autoproclamé),Der selbsternannte beste Dieb von Lentini,O maior ladrão de Lentini (autoproclamado),ลอนดีเนี่ยนจอมโจรอันดับหนึ่ง (ฉายาที่ตัวเองภูมิใจ),Pencuri Pertama Londinium (yang mengklaim dirinya sendiri),Thief thần đầu tiên của Lentiennam (tự xưng)
AvgRole_1553_Sign,arpO,avg角色_AvgRole_C.csv,558,AvgRole,Signature (Communicator),,伦蒂尼恩第一神偷在此！,Londinium's Greatest Thief is here!,Первый вор Лентиниена здесь!,¡El mejor ladrón de Lentinién está aquí!,レンディニエンの第一神盗がここに！,렌티니언 제일의 도둑 등장!,Le plus grand voleur de Lentini est ici !,Der beste Dieb von Lentini ist hier!,O maior ladrão de Lentini está aqui!,ลอนดีเนี่ยนจอมโจรอันดับหนึ่งอยู่ที่นี่!,Pencuri nomor satu Londinium ada di sini!,"Lentiennam, kẻ trộm thần thánh đầu tiên đang ở đây!"
AvgRole_1554_RoleName,arpQ,avg角色_AvgRole_C.csv,559,AvgRole,Character Name,,蝴蝶,Butterfly,Бабочка,Mariposa,ちょうちょう,나비,Papillon,Schmetterling,Borboleta,ผีเสื้อ,Kupu-kupu,Bướm
AvgRole_1555_RoleName,arpT,avg角色_AvgRole_C.csv,560,AvgRole,Character Name,,西岱市民,Cité Citizen,Жители Западного острова,Ciudadano de Cité,さいたみ市民,시테 시민,Citoyen de Cité,Bürger von Cité,Cidadão de Cité,ชาวสีไค,Warga Cité,Người dân Tây Đài
AvgRole_1556_RoleName,arpW,avg角色_AvgRole_C.csv,561,AvgRole,Character Name,,毛毛虫,Caterpillar,Гусеница,Oruga,キャタピラー,애벌레,Chenille,Raupe,Lagarta,หนอนผีเสื้อ,Ulat bulu,Sâu bướm
AvgRole_1557_RoleName,arpZ,avg角色_AvgRole_C.csv,562,AvgRole,Character Name,,画家,Painter,Художник,Pintor,画家,화가,Peintre,Maler,Pintor,จิตรกร,Pelukis,Hoạ sĩ
AvgRole_1558_RoleName,arqc,avg角色_AvgRole_C.csv,563,AvgRole,Character Name,,柯蕾特,Colette,Колетт,Colette,コレット,코레트,Colette,Colette,Colette,โคเล็ตต์,Colette,Corèt
AvgRole_1559_RoleName,arqf,avg角色_AvgRole_C.csv,564,AvgRole,Character Name,,愚蠢的怪物,Foolish Monster,Глупый монстр,Monstruo estúpido,愚かなモンスター,멍청한 괴물,Monstre stupide,Dummes Monster,Monstro estúpido,สัตว์ประหลาดที่ไม่ฉลาด,Makhluk bodoh,Quái vật đần độn
AvgRole_1560_RoleName,arqi,avg角色_AvgRole_C.csv,565,AvgRole,Character Name,,暴躁的怪物,Irritable Monster,Яростный монстр,Monstruo irritable,怒れるモンスター,화난 괴물,Monstre irritable,Wütendes Monster,Monstro irritado,สัตว์ประหลาดที่ดุร้าย,Monster yang pemarah,Quái vật dễ nổi nóng
AvgRole_1561_RoleName,arql,avg角色_AvgRole_C.csv,566,AvgRole,Character Name,,邻居A,Neighbor A,Сосед A,Vecino A,隣人A,이웃 A,Voisin A,Nachbar A,Vizinho A,เพื่อนบ้านA,Tetangga A,Hàng xóm A
AvgRole_1562_RoleName,arqo,avg角色_AvgRole_C.csv,567,AvgRole,Character Name,,邻居B,Neighbor B,Сосед B,Vecino B,隣人B,이웃 B,Voisin B,Nachbar B,Vizinho B,เพื่อนบ้าน B,Tetangga B,Hàng xóm B
AvgRole_1563_RoleName,arqr,avg角色_AvgRole_C.csv,568,AvgRole,Character Name,,侍卫,Guard,Стражник,Guardia,侍衛,경호원,Garde,Wächter,Guarda,องครักษ์,Prajurit Istana,Vệ sĩ
AvgRole_1564_RoleName,arqu,avg角色_AvgRole_C.csv,569,AvgRole,Character Name,,敲钟人,The Bell Ringer,Колокольщик,Campanero,鐘撞り,종을 울리는 자,Sonneur de cloche,Glockenläuter,Sineiro,คนตีระฆัง,Pengring lonceng,Người đánh chuông
AvgRole_1565_RoleName,arqx,avg角色_AvgRole_C.csv,570,AvgRole,Character Name,,市民,Citizen,Гражданин,Ciudadano,市民,시민,Citoyen,Bürger,Cidadão,ชาวเมือง,Penduduk,Thị dân
AvgRole_1566_RoleName,arqA,avg角色_AvgRole_C.csv,571,AvgRole,Character Name,,雕塑家协会成员,Sculptors' Association Member,Член ассоциации Союза скульпторов,Miembros de la asociación de escultores,彫刻家協会メンバー,조각가 협회 협회원,Membre de l'association des sculpteurs,Mitglieder der Bildhauer,Membro da Associação dos Escultores,สมาชิกสมาคมนักประติมากรรม,Anggota Para Pematung,Hội viên Hiệp hội Điêu khắc gia
AvgRole_1567_RoleName,arqD,avg角色_AvgRole_C.csv,572,AvgRole,Character Name,,市民A,Citizen A,Гражданин A,Ciudadano A,市民A,시민 A,Citoyen A,Bürger A,Cidadão A,พลเมือง A,Penduduk A,Công dân A
AvgRole_1568_RoleName,arqG,avg角色_AvgRole_C.csv,573,AvgRole,Character Name,,市民B,Citizen B,Гражданин B,Ciudadano B,市民B,시민 B,Citoyen B,Bürger B,Cidadão B,พลเมือง ข,Penduduk B,Công dân B
AvgRole_1569_RoleName,arqJ,avg角色_AvgRole_C.csv,574,AvgRole,Character Name,,<Yellow:%player%>,<Yellow:%player%>,#N/A,#N/A,#N/A,<Yellow:%player%>,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1569_Tittle,arqL,avg角色_AvgRole_C.csv,574,AvgRole,Character Title,,守密人,Keeper,Хранитель,Guardián,秘密保持者,수호자,Gardien,Hüter,Guardião,ผู้พิทักษ์,Penjaga,Người giữ gìn
AvgRole_1570_RoleName,arqM,avg角色_AvgRole_C.csv,575,AvgRole,Character Name,,奥尔拉,Horla,Орла,Horla,オルラ,오를라,Horla,Horla,Horla,ฮอร์ลา,Horla,Horla
AvgRole_1571_RoleName,arqP,avg角色_AvgRole_C.csv,576,AvgRole,Character Name,,蹈海者,Seafarer,Мореплаватель,Marinero,海行者,해양도약자,Marin,Seefahrer,Marinheiro,นักเดินเรือ,Pelaut,Thủy thủ
AvgRole_1572_RoleName,arqS,avg角色_AvgRole_C.csv,577,AvgRole,Character Name,,？？？,???,#N/A,#N/A,#N/A,???,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1573_RoleName,arqV,avg角色_AvgRole_C.csv,578,AvgRole,Character Name,,？？？,???,#N/A,#N/A,#N/A,???,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1574_RoleName,arqY,avg角色_AvgRole_C.csv,579,AvgRole,Character Name,,「N」,"""N""",#N/A,#N/A,#N/A,「N」,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1575_RoleName,arrb,avg角色_AvgRole_C.csv,580,AvgRole,Character Name,,神秘阴影,Mysterious Shadow,Таинственная тень,Sombra misteriosa,ミステリアスな影,신비한 그림자,Ombre mystérieuse,Geheimnisvoller Schatten,Sombra misteriosa,เงาลึกลับ,Bayangan Misterius,Bóng tối huyền bí
AvgRole_1576_RoleName,arre,avg角色_AvgRole_C.csv,581,AvgRole,Character Name,,活泼的女声,Lively Female Voice,Живой женский голос,Voz femenina animada,活発な女性の声,명랑한 여성의 목소리,Voix Féminine Animée,Lebhafte Frauenstimme,Voz feminina animada,เสียงหญิงที่สดใส,Suara perempuan yang ceria,Giọng nữ hoạt bát
AvgRole_1577_RoleName,arrh,avg角色_AvgRole_C.csv,582,AvgRole,Character Name,,葬礼司仪,Funeral Director,Ведущий церемонии прощания,Maestro de ceremonias del funeral,葬儀司会者,장례식 주관자,Maître de cérémonie funéraire,Bestattungsmeister,Mestre de cerimônias do funeral,ผู้ดำเนินพิธีศพ,Pemandu upacara pemakaman,Người chủ trì lễ tang
AvgRole_1578_RoleName,arrk,avg角色_AvgRole_C.csv,583,AvgRole,Character Name,,哈罗德公爵,Duke Harold,Герцог Харольд,Duque Harold,ハロルド公爵,해롤드 공작,Duc Harold,Herzog Harold,Duque Harold,ดยุคแฮโรลด์,Adipati Harold,Harold Công tước
AvgRole_1579_RoleName,arrn,avg角色_AvgRole_C.csv,584,AvgRole,Character Name,,名流A,Celebrity A,Знаменитость A,Celebridad A,名流A,유명인 A,Élite A,Prominenter A,Celebridade A,บุคคลสำคัญ (A),Selebriti A,Danh nhân A
AvgRole_1580_RoleName,arrq,avg角色_AvgRole_C.csv,585,AvgRole,Character Name,,名流B,Celebrity B,Знаменитость B,Celebridad B,名流B,유명인 B,Élite B,Prominenter B,Celebridade B,บุคคลชั้นสูง B,Selebriti B,Danh nhân B
AvgRole_1581_RoleName,arrt,avg角色_AvgRole_C.csv,586,AvgRole,Character Name,,名流C,Celebrity C,Знаменитость C,Celebridad C,名流C,유명인 C,Élite C,Prominenter C,Celebridade C,เซเลบ C,Selebriti C,Danh nhân C
AvgRole_1582_RoleName,arrw,avg角色_AvgRole_C.csv,587,AvgRole,Character Name,,管家,Butler,Слуга,Mayordomo,バトラー,집사,Majordome,Butler,Mordomo,คนรับใช้,Pelayan,Quản gia
AvgRole_1582_Tittle,arry,avg角色_AvgRole_C.csv,587,AvgRole,Character Title,,哈罗德的管家,Harold's Butler,Слуга Харольда,Mayordomo de Harold,ハロルドのバトラー,해롤드의 집사,Majordome de Harold,Harolds Butler,Mordomo de Harold,คนรับใช้ของฮาโรลด์,Pelayan Harold,Quản gia của Harold
AvgRole_1583_RoleName,arrz,avg角色_AvgRole_C.csv,588,AvgRole,Character Name,,年长警探,Veteran Detective,Старший детектив,Detective veterano,年長の警探,노련한 경찰관,Détective âgé,Älterer Detektiv,Detetive veterano,นักสืบผู้อาวุโส,Detektif senior,Thám tử già
AvgRole_1584_RoleName,arrC,avg角色_AvgRole_C.csv,589,AvgRole,Character Name,,年轻女警探,Young Female Detective,Молодой детектив,Joven detective,若い女性探偵,젊은 여성 경찰관,Jeune détective,Junge Polizistin,Jovem detetive,นักสืบหญิงสาว,Detektif wanita muda,Nữ cảnh sát trẻ
AvgRole_1585_RoleName,arrF,avg角色_AvgRole_C.csv,590,AvgRole,Character Name,,年轻男警探,Young Male Detective,Молодой детектив,Joven detective,若い男性の探偵,젊은 남성 경찰관,Jeune détective,Junger Detektiv,Jovem detetive,นักสืบหนุ่ม,Detektif muda pria,Điều tra viên trẻ nam
AvgRole_1586_RoleName,arrI,avg角色_AvgRole_C.csv,591,AvgRole,Character Name,,楼下的宾客,Guest Downstairs,Гости этажом ниже,Huéspedes de abajo,階下のゲスト,아래층의 손님,Les invités en bas,Gäste unten,Convidados no andar de baixo,แขกที่อยู่ชั้นล่าง,Tamu di bawah,Khách ở tầng dưới
AvgRole_1587_RoleName,arrL,avg角色_AvgRole_C.csv,592,AvgRole,Character Name,,包厢的宾客,Guest in the Private Room,Гости ложа,Invitados del palco,個室のゲスト,개인실의 손님,Invités de la loge,Gäste in der Box,Convidados da cabine,แขกในห้องวีไอพี,Tamu di ruang VIP,Khách ở phòng riêng
AvgRole_1588_RoleName,arrO,avg角色_AvgRole_C.csv,593,AvgRole,Character Name,,剧院工作人员,Theater Staff,Театральный персонал,Personal del teatro,劇場スタッフ,극장 직원,Personnel du théâtre,Theatermitarbeiter,Funcionário do teatro,เจ้าหน้าที่โรงละคร,Staf teater,Nhân viên nhà hát
AvgRole_1589_RoleName,arrR,avg角色_AvgRole_C.csv,594,AvgRole,Character Name,,尼古拉斯,Nicholas,Николас,Nicolás,ニコラス,니콜라스,Nicolas,Nikolaus,Nicolau,นิโคลัส,Nikolas,Ni-cô-lát
AvgRole_1589_Tittle,arrT,avg角色_AvgRole_C.csv,594,AvgRole,Character Title,,哈罗德之子,Son of Harold,Сын Гарольда,Hijo de Harold,ハロルドの息子,해롤드의 아들,Fils de Harold,Harolds Sohn,Filho de Harold,ลูกของ Harold,Putra Harold,Con trai của Harold
AvgRole_1590_RoleName,arrU,avg角色_AvgRole_C.csv,595,AvgRole,Character Name,,聒噪的少女,Chatty Girl,Назойливая девушка,Chica ruidosa,うるさい少女,말 많은 소녀,Jeune fille bruyante,Lärmendes Mädchen,Garota barulhenta,สาวน้อยขี้โวยวาย,Gadis yang bising,Cô gái lắm lời
AvgRole_1591_RoleName,arrX,avg角色_AvgRole_C.csv,596,AvgRole,Character Name,,保镖,Bodyguard,Телохранитель,Guardaespaldas,ボディーガード,보디가드,Garde du corps,Leibwächter,Guarda-costas,ผู้คุ้มกัน,Pengawal Pribadi,Vệ sĩ
AvgRole_1592_RoleName,arsa,avg角色_AvgRole_C.csv,597,AvgRole,Character Name,,神秘男子,Mysterious Man,Тaинственный мужчина,Hombre misterioso,神秘な男,신비한 남자,Homme mystérieux,Geheimnisvoller Mann,Homem misterioso,ชายลึกลับ,Pria misterius,Người đàn ông bí ẩn
AvgRole_1593_RoleName,arsd,avg角色_AvgRole_C.csv,598,AvgRole,Character Name,,茜尔维娅,Sylvia,Сильвия,Silvia,シルヴィア,실비아,Sylvia,Sylvia,Sylvia,ซิลเวีย,Sylvia,Xy-lvia
AvgRole_1593_Tittle,arsf,avg角色_AvgRole_C.csv,598,AvgRole,Character Title,,弥萨格心理咨询师,Mythag Counselor,Мисага психолог-консультант,Psicoterapeuta de Missaga,ミサグ心理カウンセラー,미사그 심리상담사,Psychologue de l'Université Missaga,Psychologe der Missaga University,Psicólogo da Universidade de Missaga,มิซากะ นักจิตวิทยา,Konselor Psikologi Mythag,Misaque Chuyên gia tâm lý
